File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF494FNC	bam	bam		alignments	GRCh38	ENCSR019SQX	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				2	2_1		36					/files/ENCFF739WMB/, /files/ENCFF643CGH/	333402544	ENCODE Processing Pipeline	31a4c41806496f393597fcc12c1fd710		https://www.encodeproject.org/files/ENCFF494FNC/@@download/ENCFF494FNC.bam				released	s3://encode-public/2017/02/17/0b0ae984-5237-42e8-83e2-209c27785e76/ENCFF494FNC.bam	control low read depth, low read length, mixed read lengths	insufficient read depth	
ENCFF640RPS	bam	bam		alignments	GRCh38	ENCSR019SQX	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				3	3_1		36					/files/ENCFF718IRR/, /files/ENCFF643CGH/	70384719	ENCODE Processing Pipeline	73cb4d3a6f0bbac0fd39d5d83a6c47cb		https://www.encodeproject.org/files/ENCFF640RPS/@@download/ENCFF640RPS.bam				archived	s3://encode-public/2017/02/17/f5ff0ca3-999f-423b-a332-5dcc103fda1b/ENCFF640RPS.bam	control low read depth, low read length, mixed read lengths	insufficient read depth	
ENCFF322LHI	bam	bam		alignments	GRCh38	ENCSR631RJR	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF841YYX/	709656140	ENCODE Processing Pipeline	0f05aad5abc76789f75fceef494d26c0		https://www.encodeproject.org/files/ENCFF322LHI/@@download/ENCFF322LHI.bam				released	s3://encode-public/2016/12/19/cbf23105-35f9-4fe8-942d-da3f0b21ee2d/ENCFF322LHI.bam	low read length, mixed read lengths	control insufficient read depth, insufficient read depth	
ENCFF108LUT	bam	bam		alignments	GRCh38	ENCSR631RJR	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				2	2_1		36					/files/ENCFF713WZR/, /files/ENCFF643CGH/	247550782	ENCODE Processing Pipeline	c610f8794728a83dcc181579fd8e464d		https://www.encodeproject.org/files/ENCFF108LUT/@@download/ENCFF108LUT.bam				released	s3://encode-public/2017/02/14/0fd84e86-a845-4079-bd28-9d376b1e4d50/ENCFF108LUT.bam	low read length, mixed read lengths	control insufficient read depth, insufficient read depth	
ENCFF597CRW	bam	bam		alignments	GRCh38	ENCSR883AQJ	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1	1_2		36					/files/ENCFF298XWU/, /files/ENCFF643CGH/, /files/ENCFF546MTH/, /files/ENCFF084JSH/, /files/ENCFF699FAQ/	374620901	ENCODE Processing Pipeline	7a9f8ba038db505bd433fb1b9b70f6a9		https://www.encodeproject.org/files/ENCFF597CRW/@@download/ENCFF597CRW.bam				released	s3://encode-public/2017/04/28/7ea8f71a-a40b-4179-b2d4-d6f637462046/ENCFF597CRW.bam	inconsistent platforms, low read length, mild to moderate bottlenecking, moderate library complexity	control insufficient read depth, insufficient read depth	
ENCFF354TVY	bam	bam		alignments	GRCh38	ENCSR883AQJ	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				2	2_1		36					/files/ENCFF643CGH/, /files/ENCFF542KJP/	164338615	ENCODE Processing Pipeline	1781a28caaf6790b792ab3228a338393		https://www.encodeproject.org/files/ENCFF354TVY/@@download/ENCFF354TVY.bam				archived	s3://encode-public/2017/04/27/20419f45-bc42-49a4-a74d-dbd16a85d85f/ENCFF354TVY.bam	inconsistent platforms, low read length, mild to moderate bottlenecking, moderate library complexity	control insufficient read depth, insufficient read depth	
ENCFF913CWL	bam	bam		alignments	GRCh38	ENCSR883AQJ	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				3	3_1, 3_2		36					/files/ENCFF643CGH/, /files/ENCFF557QCN/, /files/ENCFF214DMX/	770738302	ENCODE Processing Pipeline	1341c97279f8abc3703575e82369acbf		https://www.encodeproject.org/files/ENCFF913CWL/@@download/ENCFF913CWL.bam				released	s3://encode-public/2017/10/24/22487d6d-e279-4f8d-a513-14d8e33ef841/ENCFF913CWL.bam	inconsistent platforms, low read length, mild to moderate bottlenecking, moderate library complexity	control insufficient read depth, insufficient read depth	
ENCFF270STE	bam	bam		alignments	GRCh38	ENCSR410UUH	Histone ChIP-seq	UBERON:0008450	psoas muscle	tissue	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF462GOD/, /files/ENCFF643CGH/	628160035	ENCODE Processing Pipeline	1e24d7cb7f3f1b08019669cbf422aa67		https://www.encodeproject.org/files/ENCFF270STE/@@download/ENCFF270STE.bam				released	s3://encode-public/2016/12/19/51ab8b08-3e9b-49d0-93fe-ad8f564cf499/ENCFF270STE.bam	low read length, mild to moderate bottlenecking, moderate library complexity	insufficient read depth	
ENCFF233ZTK	bam	bam		alignments	GRCh38	ENCSR425PQI	Histone ChIP-seq	CL:0000351	trophoblast cell	in vitro differentiated cells	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF710QVF/, /files/ENCFF643CGH/	503948874	ENCODE Processing Pipeline	9982bc1c6b6bde1ddca8ca011ddb4150		https://www.encodeproject.org/files/ENCFF233ZTK/@@download/ENCFF233ZTK.bam				released	s3://encode-public/2016/12/19/f1a0c9c0-9a58-4a11-8c51-375229c087d5/ENCFF233ZTK.bam	low read length, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read depth		
ENCFF570NQD	bam	bam		alignments	GRCh38	ENCSR425PQI	Histone ChIP-seq	CL:0000351	trophoblast cell	in vitro differentiated cells	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				2	2_1		36					/files/ENCFF643CGH/, /files/ENCFF613EXZ/	718771102	ENCODE Processing Pipeline	c6ad2bd1a4e2be007d957436626c824c		https://www.encodeproject.org/files/ENCFF570NQD/@@download/ENCFF570NQD.bam				released	s3://encode-public/2016/12/19/cbf436a7-b0dd-4ca3-915a-d289951b89be/ENCFF570NQD.bam	low read length, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read depth		
ENCFF625RQZ	bam	bam		alignments	GRCh38	ENCSR425PQI	Histone ChIP-seq	CL:0000351	trophoblast cell	in vitro differentiated cells	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				2	2_1		36					/files/ENCFF643CGH/, /files/ENCFF613EXZ/	718771105	ENCODE Processing Pipeline	2ff0f6c3489f8ac9b6a5034a7330321f		https://www.encodeproject.org/files/ENCFF625RQZ/@@download/ENCFF625RQZ.bam				released	s3://encode-public/2017/02/21/6c9c5851-9972-478d-bf78-ac3fa3994573/ENCFF625RQZ.bam	low read length, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, low read depth		
ENCFF127BNG	bam	bam		alignments	GRCh38	ENCSR196PGM	Histone ChIP-seq	UBERON:0000947	aorta	tissue	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF104ZZP/, /files/ENCFF643CGH/	619254806	ENCODE Processing Pipeline	69a8625facfa9a29be48a0647e166adc		https://www.encodeproject.org/files/ENCFF127BNG/@@download/ENCFF127BNG.bam				released	s3://encode-public/2017/03/17/ecd031f8-06ae-4599-b54f-9324a734243b/ENCFF127BNG.bam	mild to moderate bottlenecking, moderate library complexity	control insufficient read depth, insufficient read depth	
ENCFF082MIE	bam	bam		alignments	GRCh38	ENCSR561KOM	Histone ChIP-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		36					/files/ENCFF017MGJ/, /files/ENCFF643CGH/, /files/ENCFF416ZFL/	1221589178	ENCODE Processing Pipeline	b8b1785ffe7ba7ec87f1a3f2fe0bfb3f		https://www.encodeproject.org/files/ENCFF082MIE/@@download/ENCFF082MIE.bam				released	s3://encode-public/2016/12/19/54430a3a-20d7-421a-96df-e11b54d84796/ENCFF082MIE.bam	low read length		
ENCFF071ETA	bam	bam		alignments	GRCh38	ENCSR501JET	Histone ChIP-seq	CL:0000134	mesenchymal stem cell	in vitro differentiated cells	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF045AMN/, /files/ENCFF643CGH/	365189555	ENCODE Processing Pipeline	6cba4a269ddd0ef3ab3e3337a3241b58		https://www.encodeproject.org/files/ENCFF071ETA/@@download/ENCFF071ETA.bam				released	s3://encode-public/2016/12/19/39a82ff6-bc33-4473-a6e1-6a4f9e05f292/ENCFF071ETA.bam	control low read depth, low read length, mild to moderate bottlenecking, low read depth	insufficient read depth	
ENCFF707CSG	bam	bam		alignments	GRCh38	ENCSR501JET	Histone ChIP-seq	CL:0000134	mesenchymal stem cell	in vitro differentiated cells	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				2	2_1		36					/files/ENCFF643CGH/, /files/ENCFF937WMU/	496255480	ENCODE Processing Pipeline	f9548ab2385d73fa969868d683d672c0		https://www.encodeproject.org/files/ENCFF707CSG/@@download/ENCFF707CSG.bam				released	s3://encode-public/2016/12/19/2f3639f4-98f0-49bc-8beb-ddfe305313a1/ENCFF707CSG.bam	control low read depth, low read length, mild to moderate bottlenecking, low read depth	insufficient read depth	
ENCFF814EYF	bam	bam		alignments	GRCh38	ENCSR697YSL	Histone ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1	1_2		36					/files/ENCFF205GUF/, /files/ENCFF643CGH/, /files/ENCFF774KRC/	1277716358	ENCODE Processing Pipeline	ce1d667e7598539e815f3fa1055f4756		https://www.encodeproject.org/files/ENCFF814EYF/@@download/ENCFF814EYF.bam				released	s3://encode-public/2016/12/19/cc6c7a48-b177-4a8b-8a9e-277a97e04dfe/ENCFF814EYF.bam	low read length	control insufficient read depth, insufficient read depth	
ENCFF168IPJ	bam	bam		alignments	GRCh38	ENCSR673JYT	Histone ChIP-seq	UBERON:0000947	aorta	tissue	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF550DBP/	1117112678	ENCODE Processing Pipeline	00fb5ca29356b16c0d607b04ace1bdfd		https://www.encodeproject.org/files/ENCFF168IPJ/@@download/ENCFF168IPJ.bam				released	s3://encode-public/2017/03/17/bd7537d7-7a69-4e21-a249-2f61c0453de4/ENCFF168IPJ.bam		control insufficient read depth, insufficient read depth	
ENCFF015LEU	bam	bam		alignments	GRCh38	ENCSR402HFW	Histone ChIP-seq	UBERON:0001264	pancreas	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF996ECL/	432708091	ENCODE Processing Pipeline	dd9d64817c61633cf1849216c8d68046		https://www.encodeproject.org/files/ENCFF015LEU/@@download/ENCFF015LEU.bam				released	s3://encode-public/2017/03/17/2a2b19d5-086b-47ef-a9b6-2e7ed0fe8790/ENCFF015LEU.bam	mild to moderate bottlenecking	insufficient read depth, poor library complexity	
ENCFF296GNA	bam	bam		alignments	GRCh38	ENCSR445RFF	Histone ChIP-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF775GST/, /files/ENCFF643CGH/	706688651	ENCODE Processing Pipeline	2b75aece63d659e96958e4d1700085d8		https://www.encodeproject.org/files/ENCFF296GNA/@@download/ENCFF296GNA.bam				released	s3://encode-public/2016/12/19/aa66f2cf-2c4f-4967-b346-198ca25d651d/ENCFF296GNA.bam	low read length, mild to moderate bottlenecking	control insufficient read depth, insufficient read depth	
ENCFF816GHG	bam	bam		alignments	GRCh38	ENCSR340OPI	Histone ChIP-seq	UBERON:0002108	small intestine	tissue	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF105CLP/	988661746	ENCODE Processing Pipeline	95d0c82331299419455c33237e1fec3e		https://www.encodeproject.org/files/ENCFF816GHG/@@download/ENCFF816GHG.bam				released	s3://encode-public/2017/04/15/8be42973-f64a-4630-9f6e-980a411db6af/ENCFF816GHG.bam	inconsistent platforms, low read length	control insufficient read depth, insufficient read depth	
ENCFF651ZOQ	bam	bam		alignments	GRCh38	ENCSR859EIX	Histone ChIP-seq	UBERON:0002108	small intestine	tissue	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1	1_2		36					/files/ENCFF643CGH/, /files/ENCFF881FXG/, /files/ENCFF128HOV/	866437469	ENCODE Processing Pipeline	0c9dbb1adff8c772cb1cb5963ef6453a		https://www.encodeproject.org/files/ENCFF651ZOQ/@@download/ENCFF651ZOQ.bam				released	s3://encode-public/2016/12/19/e97eac91-8684-4b20-99cf-4be1928c1854/ENCFF651ZOQ.bam	low read length	control insufficient read depth, insufficient read depth	
ENCFF300XBB	bam	bam		alignments	GRCh38	ENCSR828WZG	Histone ChIP-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1	1_4		36					/files/ENCFF272XCQ/, /files/ENCFF643CGH/, /files/ENCFF635MWZ/, /files/ENCFF940UVZ/, /files/ENCFF707AVE/	1130442692	ENCODE Processing Pipeline	8431f1b6d9df766b8f56047e3f83defd		https://www.encodeproject.org/files/ENCFF300XBB/@@download/ENCFF300XBB.bam				released	s3://encode-public/2016/12/19/e0d042bd-773b-4321-8e35-038f3d42ea19/ENCFF300XBB.bam	low read length, mild to moderate bottlenecking, moderate library complexity	control insufficient read depth, insufficient read depth	
ENCFF972FYM	bam	bam		alignments	GRCh38	ENCSR437QMD	Histone ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1, 1_2		36					/files/ENCFF643CGH/, /files/ENCFF669MHN/, /files/ENCFF666EGF/	1189542719	ENCODE Processing Pipeline	8a6db415badff365ed6c8581571c5981		https://www.encodeproject.org/files/ENCFF972FYM/@@download/ENCFF972FYM.bam				released	s3://encode-public/2017/05/24/cc5cd5bd-ddf0-4ff3-8904-e5423f1e7c7b/ENCFF972FYM.bam	low read length, moderate library complexity, inconsistent platforms, mild to moderate bottlenecking, mixed read lengths		
ENCFF749IJO	bam	bam		alignments	GRCh38	ENCSR269GMC	Histone ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF868WKG/, /files/ENCFF643CGH/	723980401	ENCODE Processing Pipeline	b189949802e2f38c516efee58049aa84		https://www.encodeproject.org/files/ENCFF749IJO/@@download/ENCFF749IJO.bam				released	s3://encode-public/2017/03/16/c7af4f6a-7605-44b8-8413-663d3869bf0f/ENCFF749IJO.bam	mild to moderate bottlenecking, moderate library complexity	insufficient read depth	
ENCFF900CUX	bam	bam		alignments	GRCh38	ENCSR737NLJ	Histone ChIP-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF893ABN/, /files/ENCFF643CGH/	605755061	ENCODE Processing Pipeline	d397dffbc206d4531f0cde5c07c93c31		https://www.encodeproject.org/files/ENCFF900CUX/@@download/ENCFF900CUX.bam				released	s3://encode-public/2016/12/19/b09c3b5e-29a6-4671-a0ce-17dbe7a5ec74/ENCFF900CUX.bam	low read length	control insufficient read depth, insufficient read depth	
ENCFF814JIZ	bam	bam		alignments	GRCh38	ENCSR782NOO	Histone ChIP-seq	CL:0000625	CD8-positive, alpha-beta T cell	primary cell	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1	1_3		36					/files/ENCFF604ERL/, /files/ENCFF643CGH/, /files/ENCFF739MHA/, /files/ENCFF459PJA/	1027965712	ENCODE Processing Pipeline	53d7b8ecee03fcef13074b559606bf84		https://www.encodeproject.org/files/ENCFF814JIZ/@@download/ENCFF814JIZ.bam				released	s3://encode-public/2016/12/19/81a813f4-bfed-4b8a-9ec5-e8387be128fd/ENCFF814JIZ.bam	control low read depth, low read length	insufficient read depth	
ENCFF606BDG	bam	bam		alignments	GRCh38	ENCSR885CMN	Histone ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF957UUT/, /files/ENCFF643CGH/	311253735	ENCODE Processing Pipeline	1e6fdd9beb017d2c225f07ca09363abe		https://www.encodeproject.org/files/ENCFF606BDG/@@download/ENCFF606BDG.bam				released	s3://encode-public/2017/03/16/1ac344e4-9185-471a-8777-0007355ae6e8/ENCFF606BDG.bam	mild to moderate bottlenecking, moderate library complexity	insufficient read depth	
ENCFF192EMA	bam	bam		alignments	GRCh38	ENCSR527BFF	Histone ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF549JDN/	616065083	ENCODE Processing Pipeline	96aa114db92d662a815e6ab7e37f56a0		https://www.encodeproject.org/files/ENCFF192EMA/@@download/ENCFF192EMA.bam				released	s3://encode-public/2016/12/19/fefde4fb-50c7-4db3-bbf5-6d1e5acccfc8/ENCFF192EMA.bam	low read length, mild to moderate bottlenecking	insufficient read depth	
ENCFF230YGV	bam	bam		alignments	GRCh38	ENCSR989AMI	Histone ChIP-seq	UBERON:0000947	aorta	tissue	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF614UME/	742925415	ENCODE Processing Pipeline	9bd34c1b22ee48d66bb3d1926bf0cd3d		https://www.encodeproject.org/files/ENCFF230YGV/@@download/ENCFF230YGV.bam				released	s3://encode-public/2016/12/19/e35e0e56-d947-4309-a258-ec1c53934595/ENCFF230YGV.bam	control low read depth, low read length	insufficient read depth	
ENCFF825ZUF	bam	bam		alignments	GRCh38	ENCSR170MAJ	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF063UMS/, /files/ENCFF643CGH/	465745297	ENCODE Processing Pipeline	d74977cb51986eb09fec461cfcce68ea		https://www.encodeproject.org/files/ENCFF825ZUF/@@download/ENCFF825ZUF.bam				released	s3://encode-public/2017/03/16/214aacde-2c35-4d6e-b1e9-df148b6bd224/ENCFF825ZUF.bam	mild to moderate bottlenecking, low read depth	control insufficient read depth, poor library complexity	
ENCFF628GTH	bam	bam		alignments	GRCh38	ENCSR170MAJ	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1		50					/files/ENCFF110MCL/, /files/ENCFF063UMS/	630859585	ENCODE Processing Pipeline	5a84444ca6b3bc07a0c6efad0d3a0cf0		https://www.encodeproject.org/files/ENCFF628GTH/@@download/ENCFF628GTH.bam				released	s3://encode-public/2020/08/14/8b9e8949-10f7-49c4-9f62-3a9b25f58712/ENCFF628GTH.bam	mild to moderate bottlenecking, low read depth	control insufficient read depth, poor library complexity	
ENCFF434DCE	bam	bam		alignments	GRCh38	ENCSR322TJD	Histone ChIP-seq	UBERON:0000947	aorta	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		36					/files/ENCFF156XMU/, /files/ENCFF643CGH/	735676783	ENCODE Processing Pipeline	897cc80b746bbe92ac4d016c27ae5f19		https://www.encodeproject.org/files/ENCFF434DCE/@@download/ENCFF434DCE.bam				released	s3://encode-public/2017/05/10/2a8d86a6-737c-44b7-9eee-6f6b07d49d3c/ENCFF434DCE.bam	low read length, mild to moderate bottlenecking, low read depth, moderate library complexity		
ENCFF096RVZ	bam	bam		alignments	GRCh38	ENCSR641RQV	Histone ChIP-seq	UBERON:0001043	esophagus	tissue	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1	1_2		36					/files/ENCFF643CGH/, /files/ENCFF981SUW/	819884936	ENCODE Processing Pipeline	eec88d40266ad39d19d42201479b3eda		https://www.encodeproject.org/files/ENCFF096RVZ/@@download/ENCFF096RVZ.bam				released	s3://encode-public/2017/03/27/021e24e4-a1cf-4a78-b979-2ea9b6409bfd/ENCFF096RVZ.bam	control low read depth, low read length	insufficient read depth	
ENCFF295IFC	bam	bam		alignments	GRCh38	ENCSR250NHD	Histone ChIP-seq	UBERON:0008450	psoas muscle	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF590MND/	385219001	ENCODE Processing Pipeline	402b61cb6a7d2acdd44466481a01fd1c		https://www.encodeproject.org/files/ENCFF295IFC/@@download/ENCFF295IFC.bam				released	s3://encode-public/2017/03/16/f47ed909-d9ba-454d-b2c9-77f91b04493e/ENCFF295IFC.bam	mild to moderate bottlenecking, moderate library complexity	insufficient read depth	
ENCFF616YFF	bam	bam		alignments	GRCh38	ENCSR453GNY	Histone ChIP-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1	1_4		36					/files/ENCFF637EOR/, /files/ENCFF193ECE/, /files/ENCFF351IPH/, /files/ENCFF643CGH/, /files/ENCFF251QML/	860984957	ENCODE Processing Pipeline	61a1d46968b6dfdf1a2a4d2173b8b7a0		https://www.encodeproject.org/files/ENCFF616YFF/@@download/ENCFF616YFF.bam				released	s3://encode-public/2016/12/19/9f932927-994b-4bbd-8907-9f99aea3eb4c/ENCFF616YFF.bam	low read length, mild to moderate bottlenecking, low read depth	control insufficient read depth, insufficient read depth	
ENCFF850VCJ	bam	bam		alignments	GRCh38	ENCSR235ZBF	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		36					/files/ENCFF024MIO/, /files/ENCFF643CGH/	701753883	ENCODE Processing Pipeline	62f48c31059c62e46cfe706a72decfee		https://www.encodeproject.org/files/ENCFF850VCJ/@@download/ENCFF850VCJ.bam				released	s3://encode-public/2017/05/09/1506a8d8-c5ab-4b82-94f9-b8d5a602428c/ENCFF850VCJ.bam	inconsistent platforms, low read length, mild to moderate bottlenecking, low read depth		
ENCFF500MVV	bam	bam		alignments	GRCh38	ENCSR235ZBF	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		36					/files/ENCFF110MCL/, /files/ENCFF024MIO/	751645265	ENCODE Processing Pipeline	4397e8d0d3af710c16b8312fb43645c3		https://www.encodeproject.org/files/ENCFF500MVV/@@download/ENCFF500MVV.bam				released	s3://encode-public/2020/08/14/33a4b387-e856-45a5-abec-2e6db0e94962/ENCFF500MVV.bam	inconsistent platforms, low read length, mild to moderate bottlenecking, low read depth		
ENCFF726UFJ	bam	bam		alignments	GRCh38	ENCSR238WMO	Histone ChIP-seq	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				2	2_1		36					/files/ENCFF044OSO/, /files/ENCFF643CGH/	1296174367	ENCODE Processing Pipeline	1f9b34e32e78b5774356b1b0dae0ffae		https://www.encodeproject.org/files/ENCFF726UFJ/@@download/ENCFF726UFJ.bam				released	s3://encode-public/2017/07/11/3881de55-dc2c-44bc-a1c2-7a47db19ce9d/ENCFF726UFJ.bam	low read length	control insufficient read depth, insufficient read depth	
ENCFF226NJT	bam	bam		alignments	GRCh38	ENCSR238WMO	Histone ChIP-seq	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF872ZYR/, /files/ENCFF643CGH/	1479437005	ENCODE Processing Pipeline	8fada48ede4e3adc2dfec1bf06cf6b04		https://www.encodeproject.org/files/ENCFF226NJT/@@download/ENCFF226NJT.bam				released	s3://encode-public/2017/07/11/e2783f84-55ee-474c-85c5-295c744ff7bd/ENCFF226NJT.bam	low read length	control insufficient read depth, insufficient read depth	
ENCFF265HDL	bam	bam		alignments	GRCh38	ENCSR519CFV	Histone ChIP-seq	UBERON:0000947	aorta	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				2	2_1		36					/files/ENCFF643CGH/, /files/ENCFF304OFY/	825956217	ENCODE Processing Pipeline	6ec3f9697d8655a82a2639f4f5221545		https://www.encodeproject.org/files/ENCFF265HDL/@@download/ENCFF265HDL.bam				released	s3://encode-public/2017/05/09/19102d09-8c3c-442c-88e7-7739b11790ca/ENCFF265HDL.bam	low read length, moderate library complexity, inconsistent platforms, control low read depth, mild to moderate bottlenecking, low read depth		
ENCFF189GCC	bam	bam		alignments	GRCh38	ENCSR150GLE	Histone ChIP-seq	UBERON:0001043	esophagus	tissue	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF091SAQ/	778748068	ENCODE Processing Pipeline	8c66498abad40bb9fe650d55acad10ad		https://www.encodeproject.org/files/ENCFF189GCC/@@download/ENCFF189GCC.bam				released	s3://encode-public/2016/12/19/65ae05d7-d5a3-4c18-98aa-3a18c9bc221c/ENCFF189GCC.bam	low read length, mild to moderate bottlenecking	control insufficient read depth, insufficient read depth	
ENCFF177AJJ	bam	bam		alignments	GRCh38	ENCSR421FPV	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF882NUT/	530913809	ENCODE Processing Pipeline	4ab7b1587c2a0ffa847edb3ee8bacc6e		https://www.encodeproject.org/files/ENCFF177AJJ/@@download/ENCFF177AJJ.bam				released	s3://encode-public/2016/12/19/0062832d-0283-4eba-856f-aff5d9150fc0/ENCFF177AJJ.bam	low read length, mild to moderate bottlenecking, moderate library complexity	control insufficient read depth, insufficient read depth	
ENCFF694MHC	bam	bam		alignments	GRCh38	ENCSR421FPV	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF110MCL/, /files/ENCFF882NUT/	610365824	ENCODE Processing Pipeline	605e724a535a4ed5ab4060f1ab425965		https://www.encodeproject.org/files/ENCFF694MHC/@@download/ENCFF694MHC.bam				released	s3://encode-public/2020/08/14/b15c3028-873e-480e-b572-03b69f5310cf/ENCFF694MHC.bam	low read length, mild to moderate bottlenecking, moderate library complexity	control insufficient read depth, insufficient read depth	
